B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDWI,MNDWI,NDMI,NDVI,GNDVI,NPCRI,NDRE,NDBI,EVI,SAVI,ARVI,SLAVI,IBI,BSI,AVI,MSAVI
0.1936075,0.19079497,0.17717206,0.19617751,0.25632292,0.27985832,0.2323838,0.29518104,0.2055792,0.1770694,0.5509911,0.6116705,0.6011097,0.41987556,0.44900888,0.43996075,0.5043145,0.39889032,0.49516785,0.27732366,0.3921821,0.14200397,0.56406343,0.42266598,0.16766965,0.22031808
0.45846906,0.45355648,0.45102215,0.47696003,0.5294725,0.5420595,0.53885126,0.5545746,0.58143556,0.4992147,0.56298465,0.5710224,0.5412213,0.38342056,0.43701532,0.4589016,0.48823708,0.4587787,0.4952232,0.27697885,0.36102822,0.11946663,0.50492436,0.46961027,0.3975329,0.23298258
0.41490227,0.43933055,0.45655876,0.5039776,0.56044185,0.58622843,0.5136225,0.59461874,0.62599516,0.5820488,0.56779224,0.5187514,0.49790767,0.36298257,0.4322078,0.48830703,0.45531967,0.50209236,0.49516192,0.24490288,0.33239964,0.10612565,0.46368495,0.5142266,0.3377,0.20258632
0.48147395,0.48075312,0.47402045,0.4797118,0.5228141,0.53560084,0.55125886,0.53434235,0.58655804,0.5002036,0.5740304,0.5871342,0.54628295,0.37410775,0.4259696,0.45910478,0.4936489,0.45371708,0.4952167,0.2638411,0.35591266,0.11863888,0.5106861,0.46699023,0.38858956,0.22110648
0.41245928,0.416318,0.4020443,0.39480662,0.4551977,0.4729413,0.5070051,0.47795472,0.5114485,0.40718982,0.5551432,0.6037777,0.56453043,0.40205827,0.44485685,0.45648953,0.5289908,0.43546957,0.4952346,0.3014399,0.37264618,0.1288413,0.5285219,0.45453957,0.40198967,0.25450745
0.23778501,0.2496862,0.22966355,0.25161356,0.35372147,0.38944736,0.39347568,0.41226548,0.36308092,0.2915479,0.47632277,0.55090797,0.5934606,0.50424707,0.52367723,0.45408413,0.59024465,0.4065394,0.4952503,0.41287655,0.43530938,0.16094483,0.55805105,0.43250096,0.38177478,0.3494895
0.4254886,0.4546025,0.47508517,0.49327064,0.558274,0.59102035,0.53057957,0.6075989,0.6239585,0.58187425,0.56842613,0.52854705,0.5107166,0.36035094,0.4315739,0.49213144,0.47255582,0.48928338,0.49515885,0.24186386,0.32870385,0.108311154,0.47115457,0.5093872,0.34357584,0.20013964
0.25885585,0.26516736,0.25074533,0.25896832,0.3534118,0.39236417,0.4017474,0.40075675,0.3662285,0.26205572,0.4880491,0.59777534,0.5978345,0.48263538,0.5119509,0.45484892,0.5878063,0.40216547,0.4952445,0.38970178,0.42108795,0.1568529,0.5551879,0.43121067,0.37724853,0.32918233
0.3209487,0.36338913,0.38479558,0.3971081,0.48337978,0.5202875,0.4747454,0.5398602,0.5419984,0.48618463,0.53336716,0.515209,0.5206053,0.39487866,0.46663284,0.5107655,0.50636667,0.47939467,0.49516925,0.2880587,0.33823493,0.1171093,0.4747373,0.5142009,0.36316895,0.24110311
0.32390064,0.33200836,0.31548128,0.31840697,0.40889853,0.43840826,0.4807424,0.4498397,0.4412763,0.30004072,0.5022734,0.62433565,0.5969984,0.4655188,0.49772665,0.45628968,0.5795052,0.40300164,0.49526507,0.38498676,0.40972012,0.15230231,0.55403584,0.43336815,0.4520013,0.32962862
0.55109936,0.5416318,0.5257666,0.54640514,0.5773201,0.5839887,0.6048183,0.5885228,0.64592975,0.576988,0.58253896,0.58098996,0.54546595,0.37005726,0.41746104,0.45085973,0.4816049,0.45453402,0.49526042,0.2606264,0.35887465,0.11761104,0.51410574,0.4617446,0.41778424,0.21936902
0.5140472,0.5158996,0.5100085,0.5284935,0.5885723,0.6086775,0.59344465,0.61353725,0.6496945,0.5580245,0.573276,0.57648927,0.53660023,0.37404495,0.42672402,0.46112806,0.48620883,0.46339977,0.49522442,0.26623502,0.35464606,0.116516404,0.503237,0.47379178,0.41930792,0.22438884
0.577158,0.558159,0.55451447,0.5906339,0.6177867,0.62862647,0.61536473,0.63429505,0.71178174,0.61671805,0.5865554,0.5707843,0.51726615,0.35764888,0.41344458,0.4527027,0.4621963,0.48273382,0.49523875,0.24150237,0.35130224,0.10915502,0.4885243,0.47868714,0.39161408,0.20147511
0.6734528,0.66422594,0.66056216,0.66593283,0.685145,0.6872233,0.6736804,0.689474,0.7235697,0.61188996,0.61277837,0.6226874,0.5439669,0.32823652,0.38722163,0.45812792,0.45266825,0.45603308,0.49517447,0.194948,0.33296984,0.10858037,0.5070154,0.46797803,0.30597198,0.1573901
0.5460098,0.5276151,0.5102215,0.52464104,0.56529367,0.5753946,0.5996485,0.5761732,0.6338332,0.53498924,0.5770428,0.59480166,0.54906934,0.37742987,0.4229572,0.44543126,0.49186215,0.45093068,0.49529746,0.2718459,0.3661073,0.11995148,0.5175518,0.45593458,0.43158337,0.2298148
0.5221906,0.50543934,0.48402897,0.45964876,0.4883349,0.4878379,0.55394715,0.48263177,0.54070234,0.46326566,0.588074,0.6229464,0.5766211,0.36859268,0.41192594,0.44331336,0.5088062,0.42337888,0.49526802,0.25562772,0.36287862,0.12402057,0.5394824,0.4395455,0.3786076,0.21350808
0.21661238,0.21119247,0.19559199,0.20718467,0.28465986,0.31704777,0.305175,0.33201954,0.25748318,0.17968705,0.500826,0.636523,0.6209416,0.47548866,0.499174,0.4364691,0.57194257,0.37905845,0.4952197,0.35468486,0.4261756,0.1619154,0.5771626,0.40695384,0.26587215,0.29121733
0.35545602,0.40313807,0.43057922,0.43838495,0.5244658,0.56461275,0.51238173,0.582637,0.6082207,0.5403409,0.5420551,0.51515865,0.5072353,0.3822479,0.4579449,0.5134554,0.49911413,0.4927647,0.49516326,0.2732629,0.32925385,0.11168923,0.463348,0.52423173,0.37429485,0.22876936
0.589373,0.54288703,0.51639694,0.5186871,0.5325178,0.54330957,0.56759554,0.55063325,0.56594455,0.45151532,0.60281533,0.65028626,0.56931156,0.35462078,0.39718467,0.42861843,0.47799343,0.43068844,0.49555704,0.23479131,0.3655106,0.11931163,0.5360875,0.43273818,0.3534908,0.19425243
0.64698696,0.6240586,0.63351786,0.6561765,0.66986686,0.6785249,0.6219821,0.6813285,0.6825279,0.6004304,0.61799985,0.61024433,0.5359985,0.31533244,0.38200018,0.45767918,0.4318878,0.46400145,0.49512812,0.17294084,0.32693604,0.10443723,0.4962008,0.47184834,0.19992302,0.13567756
0.5002036,0.5508368,0.59731686,0.64601994,0.6702281,0.68691075,0.6064726,0.6801724,0.73350614,0.6469083,0.58693206,0.55349934,0.50135434,0.32702684,0.41306794,0.5097206,0.42882675,0.49864566,0.49512398,0.19197318,0.30002603,0.10022242,0.45522404,0.52709067,0.27390558,0.15400608
0.6154316,0.60962343,0.6177598,0.62935907,0.6500981,0.6629512,0.65941167,0.6610962,0.7227674,0.61671805,0.59267646,0.5960223,0.5366729,0.34403938,0.40732354,0.46418804,0.46393767,0.46332714,0.49518955,0.22090706,0.33702847,0.11040509,0.49710798,0.4761029,0.37095994,0.18243712
0.44014657,0.47175732,0.48381603,0.49977484,0.54567975,0.56528986,0.527064,0.5767513,0.59785223,0.5447618,0.5819411,0.5576717,0.52345484,0.35181996,0.41805887,0.48802435,0.4662425,0.47654513,0.495153,0.22876826,0.32645634,0.10929198,0.484798,0.49967444,0.32048318,0.18785812
0.7723941,0.7861925,0.8040886,0.8256867,0.8485083,0.84947133,0.8308432,0.84318674,0.9135963,0.77622014,0.60048056,0.603729,0.53644484,0.3321888,0.39951944,0.47375166,0.45077938,0.4635552,0.49517053,0.20381868,0.3248773,0.10794647,0.49461332,0.4831874,0.36987108,0.16730231
0.77931595,0.76527196,0.7548978,0.7960674,0.80788684,0.8079067,0.79899704,0.79678386,0.85613775,0.67273575,0.60416585,0.6362881,0.5455124,0.3405863,0.39583412,0.45484877,0.4499901,0.45448762,0.49529424,0.21806578,0.34127074,0.11145302,0.5101536,0.46467867,0.4097759,0.18121946
0.620114,0.5861925,0.5587734,0.593836,0.58862394,0.5790927,0.58145064,0.5675548,0.5859409,0.48635915,0.6192906,0.6513149,0.56572753,0.33565655,0.3807094,0.43592593,0.44235408,0.43427247,0.49533656,0.20538664,0.3514277,0.11437949,0.5330243,0.4400862,0.30064997,0.16661356
0.61135995,0.6035565,0.6071124,0.6532246,0.67198306,0.6843065,0.6494856,0.68789744,0.7973215,0.68791807,0.5942413,0.56227326,0.49632025,0.34485078,0.40575868,0.4613683,0.44715267,0.50367975,0.49519625,0.2219745,0.33923665,0.102503665,0.47075978,0.496469,0.36907917,0.18333621
0.45724756,0.458159,0.44676322,0.4683044,0.5269433,0.56034166,0.559117,0.5625624,0.6093933,0.5173637,0.5548326,0.5638489,0.537873,0.399106,0.44516742,0.45711327,0.5058199,0.46212694,0.49524936,0.30192283,0.37064958,0.12194408,0.5074207,0.4702629,0.44264174,0.25674134
0.32145765,0.33451882,0.33539182,0.3536799,0.43826777,0.49367154,0.45468646,0.5117978,0.4888601,0.38461986,0.52115023,0.5571835,0.54146516,0.42692962,0.47884977,0.47433418,0.529398,0.45853487,0.4952116,0.32950783,0.37688708,0.12858014,0.50263983,0.4787273,0.38488623,0.2779163
0.40553746,0.39665273,0.36754686,0.40441287,0.46170124,0.48882756,0.50411004,0.507909,0.5589088,0.4050957,0.542016,0.5913958,0.5312778,0.43041438,0.457984,0.43743947,0.51958114,0.46872222,0.49530837,0.3410856,0.39950404,0.12673427,0.51531786,0.4615378,0.4379313,0.29070237
0.37886807,0.3956067,0.4043867,0.41196778,0.47073397,0.50049484,0.47309104,0.5111146,0.5249645,0.4242918,0.56050366,0.577643,0.5306098,0.37674338,0.43949634,0.48030585,0.49356708,0.46939024,0.49517417,0.26225904,0.3447002,0.115756355,0.4905721,0.4899738,0.33362654,0.21749787
0.3091409,0.3118201,0.30313033,0.3321659,0.40136266,0.43007448,0.42656258,0.45183668,0.4616429,0.35117212,0.5189511,0.56255376,0.5387346,0.43968347,0.48104885,0.45804724,0.5290943,0.4612654,0.4952294,0.34173924,0.39325514,0.13053732,0.5083123,0.47021994,0.36951604,0.28754866
0.42874593,0.42238495,0.40971038,0.41672087,0.4592753,0.47773322,0.48818696,0.4743812,0.5339752,0.44447675,0.57115525,0.5833289,0.53586555,0.3828864,0.42884475,0.4512903,0.49989015,0.46413445,0.49522215,0.2722621,0.3653583,0.11816142,0.50748324,0.46745867,0.35590875,0.227113
0.30842835,0.30146444,0.30323678,0.3300145,0.4071436,0.4375228,0.40671045,0.45824793,0.4609023,0.39840615,0.52296215,0.5176821,0.52225745,0.42383033,0.47703785,0.45874447,0.51613295,0.47774258,0.49521306,0.31814203,0.38363886,0.1231723,0.4886274,0.48070028,0.33465466,0.2653606
0.3158591,0.32761505,0.3209114,0.34612498,0.41947973,0.4521069,0.45447966,0.4702822,0.46497563,0.3578035,0.51497114,0.5714624,0.5588532,0.44153652,0.4850289,0.46736145,0.53605443,0.44114676,0.49522775,0.3488479,0.38934866,0.13618486,0.5203108,0.46367604,0.40007716,0.29541627
0.29641694,0.34874478,0.36882454,0.38820234,0.46397233,0.49565083,0.46606007,0.52067894,0.5195334,0.39939502,0.5263903,0.55853057,0.5289093,0.4030884,0.47360966,0.52045166,0.5077218,0.47109064,0.49516916,0.2985728,0.338179,0.1206574,0.48076966,0.51453346,0.3668653,0.25034916
0.41388437,0.4288703,0.44505963,0.48281384,0.53463405,0.55596644,0.49149564,0.5721793,0.6172931,0.5739631,0.57380664,0.51583,0.4870749,0.3567851,0.42619333,0.48225805,0.45500958,0.5129251,0.49515775,0.23450777,0.33260095,0.10276869,0.45650882,0.5165097,0.30890554,0.19247894
0.24541938,0.23504184,0.2209327,0.25796768,0.33529472,0.36611283,0.34363854,0.38646278,0.36073565,0.30905706,0.49794984,0.5175016,0.5476759,0.47378543,0.50205016,0.43567768,0.540735,0.45232412,0.49523824,0.3642407,0.42557436,0.14014967,0.5221471,0.4510593,0.30669928,0.30246183
0.44035017,0.43012553,0.41801533,0.43578327,0.4745019,0.49143183,0.49025488,0.49424562,0.53996176,0.46326566,0.5754861,0.57688165,0.53345186,0.37745014,0.4245139,0.4495516,0.4869747,0.46654817,0.49522167,0.26459804,0.36355525,0.11652173,0.5053455,0.46758625,0.34832403,0.22014485
0.26150244,0.29832637,0.31462947,0.34332317,0.42680913,0.47419137,0.42656258,0.5016028,0.47793618,0.375429,0.50559944,0.5312502,0.5265619,0.42722863,0.49440053,0.5116854,0.5186638,0.47343805,0.49518156,0.32566506,0.35770395,0.124912515,0.4798196,0.5095914,0.35745275,0.27309334
0.35138437,0.3205021,0.2850298,0.3318657,0.39305255,0.4052815,0.4406245,0.41710022,0.4397334,0.30835903,0.51757604,0.6067104,0.5673016,0.47058022,0.48242396,0.40861478,0.5395611,0.43269843,0.49539468,0.38373002,0.4386575,0.14502157,0.5497091,0.42160988,0.41191533,0.3262292
0.25559855,0.26014644,0.24904174,0.27407816,0.35165685,0.37746757,0.3955436,0.38930055,0.3797445,0.25519168,0.48692712,0.5996686,0.579857,0.47987285,0.51307285,0.45638144,0.56559604,0.42014298,0.49523938,0.3848731,0.4185811,0.15082726,0.5396298,0.4432045,0.3682975,0.32443032
0.25559855,0.2708159,0.25926322,0.27252713,0.37323216,0.4214282,0.42470145,0.4359136,0.39153242,0.25676227,0.47807357,0.60944235,0.5944725,0.48954162,0.5219264,0.46693286,0.5891946,0.4055275,0.4952426,0.40366033,0.41956872,0.15757212,0.5494398,0.4396811,0.40860605,0.343289
0.25508958,0.27332637,0.2665034,0.26637313,0.35170847,0.37845722,0.41498217,0.38861737,0.39313707,0.25775114,0.48755923,0.6110101,0.5848758,0.47321096,0.51244074,0.47468558,0.58909714,0.41512418,0.49522537,0.3814445,0.4052656,0.15069623,0.53876495,0.45079848,0.3853358,0.32260463
0.23768322,0.25962344,0.26703578,0.2813829,0.3849489,0.42720976,0.4106395,0.45609334,0.40387583,0.27997208,0.47542304,0.5733535,0.5718151,0.46917057,0.52457696,0.49375388,0.5690368,0.42818493,0.4952089,0.37552613,0.39344636,0.14598367,0.5165011,0.46949962,0.37742385,0.31700706
0.4173453,0.41338912,0.38884157,0.38760194,0.4682564,0.50445336,0.54505503,0.5255662,0.50404245,0.3693793,0.53104144,0.62894,0.5953456,0.4374075,0.4689586,0.44465944,0.5574616,0.40465438,0.49530953,0.3562164,0.39934003,0.14485914,0.55630004,0.42836678,0.48804587,0.30635643
0.22943811,0.25732216,0.28002554,0.3001451,0.40239495,0.45340905,0.4296645,0.46744442,0.3623403,0.23500669,0.45976776,0.61930215,0.6250462,0.46824425,0.54023224,0.5154177,0.56306523,0.37495378,0.49520048,0.37850302,0.38276345,0.1611634,0.539636,0.4490981,0.3977765,0.3208513
0.25264657,0.27656904,0.27470186,0.3129534,0.4065242,0.449763,0.4296645,0.47175363,0.43664753,0.3212146,0.4808948,0.55314636,0.5607867,0.47451353,0.5191052,0.48516396,0.550058,0.43921328,0.4952215,0.3863184,0.40103623,0.14404817,0.5174509,0.47137284,0.40283063,0.32791197
0.26771173,0.26589957,0.25106475,0.29434133,0.39258802,0.43882495,0.44000414,0.4622944,0.40961552,0.2795649,0.4624778,0.5805968,0.59141266,0.51094526,0.5375222,0.4463713,0.5764445,0.40858734,0.4952821,0.4335346,0.4433714,0.16196792,0.5497546,0.42927802,0.44223052,0.37145928
