B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDWI,MNDWI,NDMI,NDVI,GNDVI,NPCRI,NDRE,NDBI,EVI,SAVI,ARVI,SLAVI,IBI,BSI,AVI,MSAVI
0.019849349,0.028190376,0.021028535,0.030920098,0.1127284,0.15000781,0.13384686,0.15702349,0.061408382,0.030073876,0.2073811,0.516973,0.7778438,0.82356066,0.7926189,0.47834396,0.8398055,0.2221562,0.49518722,0.4476956,0.7199811,0.39823368,0.6547528,0.26186523,0.12628922,0.34947106
0.0076852604,0.013598327,0.009422913,0.013959073,0.054815732,0.06609719,0.058729257,0.06878974,0.019564278,0.011459485,0.21485405,0.50042593,0.7821978,0.82829094,0.78514594,0.51661587,0.8175899,0.21780223,0.4951447,0.31383666,0.7222913,0.40606758,0.6704778,0.2627979,0.045383006,0.23210649
0.014149023,0.017311715,0.021560904,0.01986291,0.032311346,0.034689307,0.031484257,0.039308425,0.019996297,0.015705893,0.39197564,0.51294047,0.5924469,0.50286925,0.60802436,0.5726208,0.5923771,0.40755305,0.49511647,0.20760967,0.38422474,0.16027907,0.4835198,0.49046478,0.017410643,0.15552263
0.012927525,0.014644352,0.014746592,0.019712813,0.03318881,0.031459972,0.02657292,0.03951863,0.020181447,0.016229423,0.3849552,0.46005386,0.5397034,0.5761123,0.61504483,0.49774012,0.5502539,0.46029657,0.49511814,0.21347784,0.46878093,0.15938948,0.4976946,0.48670506,0.015661163,0.15920907
0.005903909,0.010303347,0.010274702,0.011457447,0.023846392,0.021355279,0.022230264,0.02643334,0.009257545,0.0082601365,0.33196625,0.47296748,0.6193615,0.63724035,0.6680337,0.60582525,0.6387027,0.38063845,0.49511787,0.21429454,0.49173898,0.20667796,0.54575825,0.45825362,0.0135822445,0.15950629
0.011858714,0.019246861,0.014853067,0.022114374,0.06622277,0.084848166,0.08059763,0.09737769,0.033327162,0.02088302,0.22494538,0.4872088,0.76978767,0.8021726,0.77505463,0.522168,0.79814017,0.23021235,0.49515572,0.35080802,0.688265,0.37627998,0.65484786,0.2818349,0.066181876,0.26268885
0.013741856,0.01877615,0.020070273,0.024265774,0.049550943,0.062138654,0.054489996,0.07704031,0.04783065,0.03914839,0.29335895,0.35139212,0.55685407,0.6622203,0.706641,0.5618238,0.6843619,0.44314596,0.49513382,0.2725579,0.526473,0.18513955,0.49272385,0.48902223,0.038171962,0.20214899
0.025549674,0.031014644,0.0342845,0.037424326,0.0570352,0.061201103,0.043012977,0.076252036,0.04949701,0.045547087,0.48079264,0.44855142,0.47096196,0.43933752,0.51920736,0.54005235,0.5023244,0.529038,0.49511588,0.20351817,0.35200104,0.11323603,0.43167314,0.5595663,0.0223067,0.15326717
0.03547435,0.037343096,0.04285562,0.046280082,0.063022606,0.063909575,0.06110738,0.07104945,0.08239215,0.072596125,0.44317752,0.38936988,0.43688622,0.46970674,0.5568225,0.5127497,0.5408856,0.5631138,0.49512315,0.22713193,0.38496765,0.10924738,0.4033308,0.56844676,0.035859752,0.17065762
0.010433632,0.016004184,0.013043015,0.020413268,0.061525755,0.07516017,0.08400972,0.08681486,0.04536197,0.030713746,0.18668094,0.36052766,0.7105453,0.8290839,0.8133191,0.52166665,0.82227856,0.2894547,0.4951592,0.3638708,0.7228788,0.33685118,0.592612,0.32528454,0.07044306,0.27313974
0.007125407,0.015638076,0.013362437,0.022464601,0.07391349,0.09516121,0.08695652,0.10520784,0.04289329,0.0234425,0.17805491,0.4076386,0.7349859,0.83028996,0.8219451,0.6240409,0.81137013,0.2650141,0.49515963,0.36969525,0.71655816,0.35979396,0.5968719,0.31656405,0.07356502,0.27809337
0.011197069,0.017050209,0.01714225,0.025366489,0.06627439,0.08432731,0.07367006,0.10126649,0.05227427,0.036530744,0.21808767,0.3418837,0.63133335,0.7605127,0.7819123,0.57380074,0.7486698,0.36866662,0.49514878,0.32799616,0.631083,0.25086695,0.5341803,0.4162451,0.05813941,0.2446149
0.009161238,0.01584728,0.015278961,0.021714114,0.060183752,0.076774836,0.06684589,0.08949498,0.049929027,0.034378454,0.22108537,0.33623767,0.6120202,0.7654883,0.77891463,0.59528905,0.7598324,0.3879798,0.49514532,0.31688887,0.63434297,0.2405891,0.5310978,0.4354214,0.051727604,0.23547933
0.014199918,0.021129707,0.020549404,0.03557312,0.08237845,0.09724465,0.089748226,0.10510274,0.07177683,0.054563433,0.22360402,0.31261015,0.60694337,0.76108176,0.776396,0.5594737,0.71819776,0.39305663,0.49515715,0.35571143,0.63370156,0.23625308,0.5277767,0.43386653,0.07425913,0.2678851
0.005242264,0.009309623,0.011712096,0.0115074795,0.023536699,0.024167925,0.026159335,0.031373166,0.013269148,0.009307195,0.2784974,0.42824912,0.6125323,0.637256,0.7215026,0.66517025,0.67598635,0.38746768,0.49511948,0.22114132,0.47897047,0.20358942,0.49185547,0.47853845,0.016167138,0.16431798
0.0047333064,0.01040795,0.0077193356,0.017811578,0.08320429,0.101671964,0.10096676,0.11319565,0.039128557,0.018788902,0.10955805,0.3452968,0.80063885,0.9092767,0.89044195,0.5897059,0.88022816,0.19936116,0.4951731,0.41707873,0.83706105,0.49219656,0.5973964,0.22527124,0.09123025,0.31783038
0.0047333064,0.011976987,0.00814523,0.015760245,0.06555177,0.083441846,0.086904824,0.09821851,0.03579584,0.016229423,0.1411559,0.40596294,0.7764379,0.89129114,0.8588441,0.6030488,0.87241584,0.2235621,0.4951637,0.38462374,0.80800116,0.44442517,0.61717653,0.2557324,0.07515647,0.28956574
0.013843648,0.026516736,0.02395656,0.033421725,0.086456075,0.10943278,0.10810112,0.12638605,0.05838425,0.034029435,0.23320502,0.4720481,0.7250782,0.76544154,0.766795,0.6044321,0.7778148,0.27492175,0.49516544,0.38666534,0.6331776,0.31758365,0.60754377,0.34321615,0.09393191,0.2949546
0.02101995,0.029236402,0.031942077,0.03972582,0.05760297,0.0649513,0.062968515,0.07157496,0.05937172,0.044151008,0.36881575,0.4396771,0.54385453,0.57015836,0.6311843,0.5719151,0.5933729,0.45614547,0.4951311,0.26090816,0.43913385,0.15960106,0.48226112,0.5132109,0.04226302,0.19473812
0.02101995,0.03629707,0.028215503,0.046930503,0.10147621,0.11995416,0.13395026,0.12964423,0.08035549,0.049618986,0.2546804,0.47167513,0.7064184,0.77328753,0.7453196,0.5401379,0.7516241,0.2935816,0.49518028,0.42839,0.6508137,0.3071056,0.62481856,0.3449287,0.123620726,0.33331734
0.008397801,0.015481171,0.012191227,0.020513333,0.07737174,0.10828689,0.10034638,0.11902885,0.039005123,0.02123204,0.1570664,0.42425635,0.79955226,0.8612385,0.8429336,0.5602792,0.85649884,0.20044771,0.49516982,0.40287137,0.7645857,0.45068946,0.6306956,0.24200107,0.08903766,0.3063767
0.0074307816,0.014382845,0.011392674,0.02026317,0.08005574,0.10255743,0.091195785,0.11577067,0.051595382,0.031353615,0.15934919,0.3308104,0.7036268,0.85842085,0.8406508,0.57416666,0.84015185,0.2963732,0.49516436,0.38492236,0.75972074,0.3449265,0.57865787,0.33077028,0.078902446,0.29058868
0.005853013,0.013598327,0.009902044,0.018011708,0.06999071,0.088546276,0.08194179,0.0997425,0.03258656,0.015822232,0.16558465,0.4444081,0.77945423,0.8634249,0.8344153,0.5988372,0.83968735,0.22054577,0.4951592,0.368158,0.7657351,0.4277951,0.63146913,0.26287943,0.069181256,0.27604088
0.0092121335,0.013284518,0.013841568,0.015410016,0.028904717,0.02833481,0.022333661,0.03294971,0.007097451,0.003955558,0.39641163,0.6323526,0.6527922,0.5531961,0.6035884,0.56904763,0.56959003,0.3472078,0.49511543,0.20417468,0.4257499,0.195292,0.5655747,0.44122145,0.012715593,0.1527837
0.0048859934,0.0125,0.010168228,0.01566018,0.06286776,0.085264854,0.08111461,0.09543329,0.036721595,0.014542493,0.15514222,0.43652967,0.75019413,0.8589299,0.8448578,0.64878047,0.860929,0.24980588,0.49515808,0.3654738,0.7566533,0.39180753,0.59770435,0.2952821,0.06820489,0.273856
0.06331433,0.07013598,0.06723808,0.045729723,0.06291938,0.068961926,0.07325648,0.0749908,0.073381476,0.06759351,0.58244514,0.58149207,0.53218406,0.37443575,0.41755486,0.47897887,0.5965366,0.46781597,0.49511525,0.19522233,0.3441972,0.11563505,0.5079362,0.48825774,0.034327168,0.14856349
0.01262215,0.020240586,0.021188246,0.025766749,0.080313824,0.10729726,0.0998294,0.11824058,0.05252114,0.027049037,0.19851139,0.44767123,0.72750115,0.77453613,0.8014886,0.59690404,0.8140076,0.27249888,0.49516243,0.3763918,0.64530784,0.3239851,0.5759733,0.33720675,0.085362494,0.28548205
0.017762622,0.021914225,0.026405452,0.02756792,0.050221946,0.05943018,0.05159489,0.06784382,0.06251929,0.052643824,0.3414932,0.32820868,0.46343812,0.5730222,0.6585068,0.5663314,0.6377954,0.53656185,0.49512726,0.24743919,0.44331825,0.13269064,0.41675916,0.5700923,0.033362336,0.18422522
0.0420399,0.06035565,0.06084966,0.07609946,0.10797977,0.12229804,0.12371401,0.13132587,0.062951304,0.04240591,0.39317343,0.65391743,0.7474964,0.56667686,0.60682654,0.5595226,0.6013396,0.25250357,0.49515122,0.32365695,0.44010025,0.23910093,0.6427791,0.3750644,0.09701674,0.24800014
0.011146173,0.015481171,0.01863288,0.018962326,0.04180861,0.05166936,0.04782092,0.05827947,0.04209097,0.031469956,0.2766912,0.34767264,0.5488541,0.65116656,0.7233088,0.59586996,0.70994306,0.45114592,0.49512994,0.2595188,0.5078211,0.17919011,0.46593648,0.50614625,0.03243823,0.19231683
0.005394951,0.011297071,0.011552385,0.017711513,0.045215238,0.05469035,0.05340433,0.06568921,0.043201875,0.030830085,0.19775893,0.27982396,0.57767904,0.77975637,0.8022411,0.655418,0.7511325,0.42232096,0.4951386,0.2942202,0.64580053,0.22420712,0.50375146,0.4714889,0.03967315,0.21735585
0.013487378,0.017730126,0.02310477,0.025816781,0.043821618,0.053179853,0.046476763,0.06406012,0.058445968,0.045663428,0.31289873,0.30762652,0.4491105,0.58479655,0.6871013,0.60193133,0.6270283,0.5508895,0.49512574,0.24339499,0.4431885,0.12977396,0.3965397,0.59235114,0.029798878,0.18098406
0.012113192,0.016317992,0.022625638,0.025166359,0.039537523,0.047710817,0.03954919,0.05255137,0.047645498,0.04275493,0.32693925,0.30152246,0.45483467,0.5487845,0.6730607,0.6230769,0.59046185,0.5451653,0.49512115,0.22645226,0.4050901,0.12617925,0.3834421,0.5980957,0.023839874,0.16879463
0.032267917,0.043723848,0.048551958,0.052033823,0.08052029,0.08859836,0.09465957,0.101056285,0.08115781,0.057239253,0.37499106,0.48896414,0.5883492,0.5582504,0.62500894,0.5694049,0.6329091,0.41165075,0.49514067,0.29180926,0.4298481,0.17277254,0.50663173,0.48300275,0.06887354,0.22046198
0.026109528,0.028974896,0.0322615,0.038174815,0.06441623,0.081514664,0.08095952,0.09201745,0.0662223,0.04386016,0.30937162,0.43875784,0.5959862,0.6331184,0.69062835,0.5186327,0.6734928,0.40401384,0.49514422,0.30330235,0.51007587,0.19511968,0.50772077,0.44924298,0.06058278,0.22739653
0.03028298,0.034257323,0.037691653,0.030119577,0.064984,0.07948331,0.065811925,0.0882863,0.06282787,0.04537258,0.40018216,0.4768656,0.5421738,0.53226906,0.5998178,0.52052957,0.6794964,0.4578262,0.49512994,0.25243998,0.4264339,0.1509493,0.47980583,0.4974741,0.04283923,0.1889564
0.038375407,0.049320083,0.05834753,0.052534148,0.09099825,0.10391166,0.09765807,0.114456885,0.084243655,0.05962422,0.3992876,0.5127867,0.5876209,0.5105947,0.6007124,0.572054,0.63901895,0.41237906,0.4951359,0.27375633,0.3904257,0.16066246,0.49241063,0.49204868,0.0676967,0.20732017
0.011400651,0.024320085,0.020815589,0.040826537,0.09502426,0.12401687,0.105723,0.14288718,0.04857125,0.024024198,0.221062,0.5241344,0.7645217,0.7877995,0.778938,0.617561,0.72611314,0.23547825,0.49516597,0.3902355,0.6599161,0.36255705,0.6360166,0.30543485,0.09229076,0.29735953
0.011197069,0.018200837,0.013735094,0.021213789,0.079694435,0.105005465,0.10303469,0.11687425,0.042646423,0.018149031,0.17683333,0.49941292,0.7873478,0.8490227,0.82316667,0.5167364,0.85583025,0.2126522,0.4951712,0.40431336,0.75017184,0.4265958,0.64073634,0.25201777,0.09162884,0.30802986
0.0075325733,0.01877615,0.012084753,0.021714114,0.08408176,0.11432887,0.12123249,0.123127855,0.039313708,0.016462103,0.15891579,0.52708817,0.8507255,0.88304436,0.84108424,0.5856,0.8817219,0.14927456,0.4951825,0.4472563,0.7958496,0.5441538,0.6841622,0.1892859,0.11393278,0.34663078
0.0056494297,0.014592051,0.009742334,0.020963626,0.07675235,0.10255743,0.0996226,0.1134584,0.035980992,0.018672561,0.15002474,0.43294352,0.81473356,0.886119,0.8499752,0.6035714,0.8514313,0.18526645,0.49517062,0.40831402,0.79991543,0.49221605,0.6485868,0.22224474,0.08901357,0.3105622
0.018831434,0.026987448,0.022146508,0.03712413,0.08284298,0.10292203,0.10112185,0.11077829,0.05653274,0.039439242,0.24891359,0.44363815,0.7124864,0.7684171,0.7510864,0.5057252,0.7378615,0.28751364,0.49516475,0.37656257,0.65000767,0.3094292,0.618941,0.3341466,0.08650237,0.28583494
0.02392101,0.026464434,0.02608603,0.029669285,0.049654175,0.05213813,0.045339398,0.05922539,0.02808122,0.023035308,0.4217726,0.5571865,0.63172036,0.5419911,0.5782274,0.4859375,0.58296496,0.3682796,0.49512398,0.23210435,0.44734764,0.1840856,0.56528455,0.42161068,0.02774941,0.173081
0.015370521,0.020083683,0.020655878,0.019762846,0.030453185,0.03411636,0.036964275,0.0403069,0.016972166,0.018498052,0.39508274,0.5235225,0.6720648,0.5585946,0.6049173,0.5404348,0.6352791,0.32793522,0.49512124,0.22507314,0.43978515,0.20452462,0.5820467,0.41677025,0.022279117,0.16768087
0.016083062,0.022280335,0.021933561,0.025766749,0.052234955,0.054742433,0.05081942,0.06143255,0.031167068,0.025245769,0.34902328,0.48883522,0.6434285,0.6220491,0.6509767,0.54423076,0.6512376,0.35657147,0.49513015,0.25792933,0.49292618,0.21301109,0.5660835,0.4253303,0.034148272,0.19149405
0.0112988595,0.014748954,0.015332198,0.015960375,0.030143492,0.033282984,0.028795946,0.035892583,0.012775412,0.014193473,0.36937848,0.48636737,0.6465913,0.58412147,0.6306215,0.54294115,0.624432,0.3534087,0.49511915,0.21796884,0.4601014,0.2024886,0.5592298,0.42952538,0.017227236,0.16235307
0.0072271987,0.013702929,0.010860306,0.016760895,0.061216064,0.07338924,0.07025798,0.082663305,0.022896994,0.0140771335,0.18841334,0.467358,0.80478895,0.831618,0.8115867,0.56907517,0.8216204,0.19521105,0.49515107,0.33786464,0.72235185,0.43367893,0.65500057,0.24923512,0.056539178,0.25137636
0.008957655,0.013598327,0.010434412,0.015259919,0.06008052,0.073076725,0.06715608,0.08014084,0.02339073,0.013728114,0.19390835,0.46964264,0.788123,0.83137983,0.80609167,0.5032258,0.829043,0.21187702,0.4951499,0.33161527,0.72758144,0.41468087,0.65050983,0.2548579,0.053490046,0.24628982
0.0066164494,0.012656904,0.0102214655,0.01586031,0.061525755,0.0765144,0.07997725,0.08024594,0.027340615,0.015240533,0.15865885,0.4316818,0.8080139,0.8565833,0.84134114,0.57608694,0.8562872,0.19198608,0.4951579,0.36268026,0.75695455,0.4576116,0.6348857,0.23777173,0.06696375,0.271541
0.011502443,0.018933054,0.014160988,0.021864211,0.06513885,0.083077244,0.07377346,0.08445005,0.034499783,0.027339887,0.23733266,0.42738596,0.7356371,0.7962473,0.76266736,0.5176829,0.78089213,0.2643629,0.4951517,0.33674663,0.6814502,0.3419163,0.64170873,0.31104735,0.05918228,0.2511019
0.0065146578,0.010041841,0.007666099,0.013458748,0.059254672,0.07182666,0.066328906,0.086657204,0.026353145,0.012564714,0.15076834,0.40270963,0.7614394,0.8706456,0.84923166,0.5058824,0.84750986,0.23856059,0.4951512,0.33769128,0.78129935,0.4117657,0.60673386,0.26752347,0.05344744,0.25062016
0.010433632,0.019665271,0.015598382,0.025716716,0.08821101,0.104224175,0.09646901,0.12249724,0.050731346,0.028154267,0.19909318,0.43146017,0.72563356,0.82159835,0.80090684,0.5677711,0.80706674,0.27436644,0.4951648,0.3846713,0.70890576,0.34650072,0.6101343,0.32058105,0.083460554,0.29134753
0.051913682,0.070345186,0.08890545,0.11517487,0.14013627,0.15761237,0.15680091,0.16958326,0.30278343,0.27560934,0.37345535,0.24759707,0.33441406,0.5203002,0.62654465,0.60185874,0.54815495,0.66558594,0.49515045,0.3232687,0.3877149,0.088115744,0.33521575,0.6849014,0.12389424,0.25143084
0.05456026,0.068619244,0.09124787,0.1278331,0.14823991,0.16995677,0.1571111,0.1825109,0.27926928,0.25001454,0.36649588,0.26139694,0.3615266,0.5127204,0.63350415,0.5959799,0.5165888,0.6384734,0.49514946,0.3185677,0.38357303,0.09461577,0.3384356,0.6613343,0.12295745,0.24772127
0.048249185,0.062238492,0.08123935,0.08420473,0.11128316,0.1302672,0.14077444,0.15728624,0.27667716,0.23779885,0.36858073,0.2516238,0.32822707,0.5160412,0.63141924,0.5976556,0.6096434,0.6717729,0.49514633,0.30959585,0.3856749,0.086080395,0.32600498,0.68833435,0.10761177,0.23894788
0.03918974,0.058786612,0.06750426,0.088807724,0.14565913,0.1500599,0.15214807,0.19102423,0.26754305,0.22977139,0.33531228,0.24697064,0.3648899,0.59432983,0.6646877,0.6032875,0.61686844,0.63511014,0.49516156,0.3642485,0.45150664,0.10412691,0.3794399,0.65979606,0.12922505,0.28372005
0.056087133,0.07384937,0.08283646,0.095812276,0.14906576,0.16401896,0.1633149,0.18755583,0.26186508,0.2146472,0.37590426,0.30859354,0.39599317,0.55415714,0.62409574,0.5646727,0.6154794,0.6040068,0.4951605,0.34945476,0.42798746,0.109041296,0.3928505,0.62222844,0.13577305,0.27317482
0.09059446,0.102301255,0.11861158,0.11982789,0.14937545,0.16245638,0.15421599,0.1828262,0.2502623,0.22255832,0.48279744,0.3783821,0.39155394,0.42108253,0.51720256,0.53368264,0.5308914,0.60844606,0.49513432,0.2533868,0.34296843,0.091518864,0.36955577,0.6102987,0.10110262,0.19612059
0.090390876,0.111506276,0.13245316,0.12823336,0.13616186,0.14995572,0.1664168,0.17147511,0.25087947,0.22441976,0.48655948,0.39842984,0.416816,0.40861964,0.5134405,0.56266415,0.53334665,0.583184,0.4951314,0.24803254,0.32101008,0.09567282,0.37898558,0.6080366,0.10726891,0.19264789
0.13802932,0.13995816,0.14331345,0.15515085,0.17538969,0.17589457,0.17861758,0.19144464,0.32531014,0.32517016,0.53441995,0.3646561,0.35418355,0.4051051,0.46558005,0.473057,0.4958818,0.64581645,0.4951404,0.24888512,0.36485437,0.08120142,0.37210867,0.601141,0.115846954,0.19401313
0.04916531,0.05910042,0.07623509,0.091509484,0.10601837,0.110682845,0.090110116,0.12565032,0.18039869,0.14891513,0.47189793,0.338057,0.32002518,0.39750877,0.52810204,0.5770225,0.45000225,0.6799748,0.49511904,0.21316919,0.3069223,0.07298184,0.30159143,0.6834434,0.04843557,0.16216955
0.050692182,0.07552301,0.0794293,0.098914295,0.13574894,0.15151832,0.17427494,0.17305166,0.24569525,0.2041766,0.3653894,0.32475975,0.4398365,0.5852103,0.6346106,0.5796624,0.62519366,0.5601635,0.49516785,0.37756082,0.44989833,0.12678383,0.43125054,0.592257,0.15211448,0.29748347
0.04967427,0.068619244,0.08336882,0.1026167,0.1376071,0.15558103,0.16000621,0.17284146,0.25729802,0.22744459,0.36195523,0.28031895,0.3948786,0.54621637,0.6380448,0.5968529,0.5891773,0.6051214,0.49515608,0.34199843,0.41093415,0.10775732,0.37665746,0.63487786,0.13115194,0.26677486
0.17080618,0.18849373,0.20379046,0.1578526,0.22999896,0.24891922,0.28387532,0.23821536,0.29926556,0.24361585,0.4880664,0.5204692,0.5443637,0.43855444,0.5119336,0.5094933,0.63179547,0.4556363,0.49516478,0.30989292,0.36599714,0.13175908,0.48578584,0.496874,0.22513507,0.25106278
0.11258143,0.11527196,0.14821124,0.15254916,0.16754413,0.17860305,0.18068552,0.18881707,0.2713695,0.24280147,0.472874,0.38735926,0.41876978,0.3974793,0.527126,0.5351081,0.5047638,0.5812302,0.4951321,0.24302171,0.32722855,0.09456293,0.36166245,0.5920481,0.11457656,0.18944922
0.06046417,0.075,0.09151405,0.095612146,0.12780015,0.14318454,0.14708163,0.16532661,0.28723076,0.24512826,0.40714234,0.28382728,0.330485,0.49155027,0.59285766,0.5708978,0.5851246,0.669515,0.4951449,0.29854724,0.37623167,0.084386356,0.33376884,0.6756643,0.10979049,0.2309128
0.05216816,0.06495816,0.0737862,0.11547506,0.14478166,0.15485181,0.16062659,0.18203793,0.28593472,0.23622826,0.3470975,0.26141247,0.3611731,0.58372647,0.6529025,0.5536085,0.55470467,0.6388269,0.4951656,0.3654507,0.45642743,0.10190915,0.37764043,0.64674795,0.13702874,0.2858036
0.041836318,0.059309624,0.067770444,0.089007854,0.12263859,0.14287202,0.14646125,0.17152767,0.2906869,0.24588448,0.34658706,0.23616348,0.3252436,0.5825943,0.65341294,0.5880191,0.6050441,0.6747564,0.4951589,0.35259688,0.44515765,0.091189474,0.35984313,0.68836164,0.12183262,0.2736168
0.049216203,0.06872385,0.08065375,0.10651924,0.15298854,0.18000938,0.16838133,0.20621157,0.27581313,0.23919493,0.3498146,0.27045292,0.38908395,0.57097006,0.6501854,0.5909146,0.5932766,0.610916,0.49516293,0.36391786,0.43406346,0.10895518,0.3835391,0.63668454,0.14362404,0.28554043
0.05710505,0.068933055,0.081186116,0.091159254,0.12537421,0.15146622,0.14005066,0.16995113,0.23902981,0.19632366,0.39698538,0.31243652,0.37415287,0.51468945,0.60301465,0.5549301,0.5847319,0.6258471,0.49514824,0.3082776,0.39994648,0.09824782,0.36701,0.63529885,0.10672707,0.23784147
0.058021173,0.07777197,0.08762777,0.100265175,0.12909053,0.15240377,0.13436386,0.159073,0.25822377,0.21837008,0.4415954,0.31658682,0.33522794,0.47750503,0.5584046,0.5703518,0.5435264,0.6647721,0.49513972,0.28200558,0.36593443,0.084235005,0.34873936,0.67128456,0.09586538,0.2168771
0.09089984,0.12050209,0.13085605,0.12498124,0.16129865,0.18032189,0.17262058,0.2052131,0.2776029,0.25199232,0.49913856,0.38951188,0.3954134,0.42464763,0.5008614,0.55812913,0.5524706,0.6045866,0.49513635,0.26287144,0.33382168,0.092865676,0.38672242,0.6202494,0.11742721,0.20478034
0.047282167,0.059466526,0.07719336,0.101916246,0.13688448,0.14698683,0.15835185,0.17846444,0.27963957,0.24251062,0.32873085,0.23918049,0.36372858,0.5663874,0.6712692,0.58997476,0.58811736,0.6362714,0.49515954,0.35316524,0.43035322,0.1008816,0.35407254,0.65691346,0.13229746,0.27556947
0.046366043,0.06584728,0.08629685,0.092810325,0.13967173,0.15787281,0.15556015,0.18703032,0.25384188,0.21866092,0.35835373,0.27963802,0.38978285,0.5272088,0.64164627,0.6222156,0.6105083,0.61021715,0.49515033,0.32682794,0.38680896,0.10402261,0.35761794,0.64849615,0.12374943,0.25413272
0.05094666,0.06548117,0.0778322,0.100515336,0.14725922,0.16120632,0.18626894,0.18913238,0.24328828,0.2012681,0.314255,0.2956283,0.46642098,0.60940665,0.685745,0.5732643,0.6398549,0.53357905,0.49517617,0.40274954,0.47344595,0.13945605,0.42415676,0.56798583,0.1691573,0.32006308
0.044177525,0.060198747,0.07980196,0.095612146,0.12712914,0.13531955,0.15008013,0.15639287,0.24254768,0.21453086,0.34443817,0.2648446,0.39271247,0.5407138,0.65556186,0.61495566,0.5911368,0.6072875,0.49515176,0.33122054,0.4005779,0.10646761,0.35937363,0.643051,0.120235965,0.25701773
0.043210506,0.05951883,0.08209114,0.094961725,0.114844635,0.13276733,0.1267125,0.15292448,0.27445534,0.24588448,0.38332337,0.23682424,0.29692414,0.4804768,0.6166766,0.62716436,0.5423094,0.7030758,0.4951364,0.27909043,0.34684345,0.07505971,0.29389092,0.7240712,0.08953771,0.21396467
0.0576649,0.071495816,0.08523211,0.097463354,0.121606275,0.13370489,0.1359148,0.1573388,0.24254768,0.21604328,0.41485068,0.29996088,0.359339,0.49003425,0.5851493,0.56486833,0.55563056,0.640661,0.4951425,0.29063404,0.37743038,0.09162378,0.35316613,0.6505195,0.0992286,0.22369608
0.058122963,0.0748954,0.09327087,0.099164456,0.1336327,0.15141414,0.1572145,0.17736088,0.25384188,0.22552498,0.3893753,0.3010711,0.39338446,0.5059782,0.6106247,0.58566,0.59411544,0.60661554,0.49514887,0.31421873,0.38186222,0.102468826,0.3655659,0.6330354,0.1219155,0.24427447
0.047180373,0.06155858,0.08619037,0.103867516,0.12609683,0.13334028,0.13477744,0.16590467,0.27957785,0.25420278,0.37662184,0.23709883,0.3107824,0.4838253,0.62337816,0.61769444,0.53365725,0.6892176,0.49513882,0.28613433,0.35287425,0.07874809,0.29894695,0.7095364,0.09723677,0.22010651
0.081026055,0.092677824,0.096358605,0.105418526,0.11768349,0.12818375,0.1331231,0.15434337,0.34999692,0.3262172,0.49543685,0.26992607,0.23759322,0.44332895,0.50456315,0.50864196,0.5253289,0.76240677,0.49513677,0.25975555,0.36948234,0.05851699,0.30249104,0.7198434,0.0888003,0.19963485
0.062092833,0.07468619,0.09156729,0.14074148,0.20037164,0.20600031,0.16476245,0.22970204,0.3492563,0.3037636,0.3766259,0.2409183,0.30452335,0.5260154,0.6233741,0.5642857,0.5013173,0.69547665,0.49515578,0.332327,0.40535036,0.08071049,0.3269562,0.6956223,0.13282132,0.25953576
0.059446253,0.076150626,0.086669505,0.098514035,0.13058738,0.13901766,0.13498423,0.15676074,0.25705117,0.22023152,0.43435472,0.30992922,0.33820742,0.48250636,0.5656453,0.5613734,0.55029386,0.6617926,0.49514118,0.28545478,0.37321928,0.08546833,0.34922135,0.6652568,0.097216256,0.2195992
0.060973126,0.08232217,0.10466354,0.10882074,0.13657479,0.14422627,0.1391201,0.16233118,0.2575449,0.24070735,0.4483203,0.3081288,0.34753066,0.42982963,0.5516797,0.6024336,0.5290255,0.65246934,0.4951305,0.25353876,0.31807423,0.08236012,0.3252153,0.6754396,0.090942346,0.19526228
0.047994707,0.05627615,0.072242334,0.093710914,0.12552907,0.14657013,0.13922349,0.16537915,0.23322842,0.19126287,0.34563377,0.2737097,0.38024476,0.549066,0.6543662,0.5695,0.57471347,0.6197552,0.4951527,0.32763734,0.42218146,0.10382546,0.36029223,0.63649935,0.11044817,0.25293714
0.09145969,0.11328452,0.1258518,0.11127233,0.14633013,0.15183082,0.16176395,0.17898996,0.26834536,0.24861847,0.49943757,0.3770926,0.38459012,0.4166437,0.5005624,0.5465393,0.5681193,0.61540985,0.49513364,0.25276446,0.3339113,0.08936762,0.3742407,0.6218613,0.10600361,0.19610123
0.06341612,0.08525105,0.08113288,0.10041527,0.15696295,0.17547789,0.16962208,0.19107677,0.21928038,0.17910534,0.40457347,0.3851217,0.4688528,0.5713173,0.5954265,0.5276895,0.6128837,0.5311472,0.49516854,0.3651045,0.4544716,0.13419764,0.46735597,0.5514734,0.14501218,0.28666472
0.0817386,0.09539749,0.10870954,0.13058488,0.16005987,0.16969633,0.16248772,0.1940722,0.3027217,0.2690943,0.4477345,0.31706965,0.3462683,0.4668084,0.5522655,0.5377467,0.5203569,0.6537317,0.4951456,0.29031822,0.3718366,0.08590064,0.35126883,0.6476086,0.11932169,0.22580028
0.1033184,0.11809623,0.14448467,0.13869014,0.16486011,0.17417574,0.190198,0.1937569,0.3121027,0.28131,0.46540174,0.35756,0.38928664,0.42292097,0.53459823,0.5506956,0.5502024,0.61071336,0.49513897,0.26747805,0.33609936,0.09122355,0.35675585,0.62078714,0.131881,0.20960742
